offerFulfillmentId,accountId,tsysAccountId,offerTriggerId,periodStartTimestamp,periodEndTimestamp,trackerType,status,currentValue,targetValue,points,fulfilledTimestamp,fulfilledTransactionId,createTimestamp,createUserId,updateTimestamp,updateUserId,eventType
-58,11590064,8911847,67,2025-09-07 00:00:00,2025-12-07 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-59,11590289,8912049,67,2025-09-07 00:00:00,2025-12-07 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-60,11590300,8912059,67,2025-09-07 00:00:00,2025-12-07 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-61,11590388,8912130,67,2025-09-07 00:00:00,2025-12-07 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-62,11590911,8912523,67,2025-09-08 00:00:00,2025-12-08 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-63,11591082,8912659,67,2025-09-08 00:00:00,2025-12-08 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-64,11591368,8912885,67,2025-09-08 00:00:00,2025-12-08 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-65,11591373,8912890,67,2025-09-08 00:00:00,2025-12-08 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-66,11591380,8912896,67,2025-09-08 00:00:00,2025-12-08 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-67,11591677,8913147,67,2025-09-08 00:00:00,2025-12-08 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-68,11592204,8913581,67,2025-09-08 00:00:00,2025-12-08 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-69,11593074,8914173,67,2025-09-09 00:00:00,2025-12-09 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-70,11593267,8914334,67,2025-09-09 00:00:00,2025-12-09 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-71,11593284,8914348,67,2025-09-09 00:00:00,2025-12-09 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-72,11593348,8914396,67,2025-09-09 00:00:00,2025-12-09 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-73,11593685,8914677,67,2025-09-09 00:00:00,2025-12-09 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-74,11593711,8914699,67,2025-09-09 00:00:00,2025-12-09 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-75,11593743,8914725,67,2025-09-09 00:00:00,2025-12-09 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-76,11593748,8914731,67,2025-09-09 00:00:00,2025-12-09 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-77,11593777,8914755,67,2025-09-09 00:00:00,2025-12-09 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-78,11593896,8914852,67,2025-09-09 00:00:00,2025-12-09 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-79,11593958,8914899,67,2025-09-09 00:00:00,2025-12-09 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-80,11594191,8915084,67,2025-09-09 00:00:00,2025-12-09 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-81,11595150,8915792,67,2025-09-10 00:00:00,2025-12-10 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-82,11595205,8915835,67,2025-09-10 00:00:00,2025-12-10 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-83,11595233,8915856,67,2025-09-10 00:00:00,2025-12-10 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-84,11595282,8915899,67,2025-09-10 00:00:00,2025-12-10 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-85,11595284,8915901,67,2025-09-10 00:00:00,2025-12-10 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-86,11595331,8915940,67,2025-09-10 00:00:00,2025-12-10 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-87,11595399,8916002,67,2025-09-10 00:00:00,2025-12-10 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-88,11595497,8916089,67,2025-09-10 00:00:00,2025-12-10 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-89,11595538,8916128,67,2025-09-10 00:00:00,2025-12-10 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-90,11595827,8916366,67,2025-09-10 00:00:00,2025-12-10 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-91,11595999,8916499,67,2025-09-10 00:00:00,2025-12-10 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-92,11596612,8916940,67,2025-09-11 00:00:00,2025-12-11 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-93,11596643,8916963,67,2025-09-11 00:00:00,2025-12-11 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-94,11596944,8917216,67,2025-09-11 00:00:00,2025-12-11 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-95,11597444,8917627,67,2025-09-11 00:00:00,2025-12-11 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-96,11597556,8917720,67,2025-09-11 00:00:00,2025-12-11 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-97,11597719,8917853,67,2025-09-11 00:00:00,2025-12-11 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-98,11597834,8917949,67,2025-09-11 00:00:00,2025-12-11 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-99,11597880,8917981,67,2025-09-11 00:00:00,2025-12-11 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-100,11597972,8918051,67,2025-09-11 00:00:00,2025-12-11 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-101,11598072,8918118,67,2025-09-11 00:00:00,2025-12-11 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-102,11598622,8918486,67,2025-09-12 00:00:00,2025-12-12 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-103,11598894,8918700,67,2025-09-12 00:00:00,2025-12-12 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-104,11600218,8919035,67,2025-09-13 00:00:00,2025-12-13 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-105,11599427,8919127,67,2025-09-12 00:00:00,2025-12-12 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-106,11599598,8919275,67,2025-09-12 00:00:00,2025-12-12 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
-107,11599646,8919314,67,2025-09-12 00:00:00,2025-12-12 00:00:00,PCHCNT,OP,0,1,0,null,null,null,SYSTEM,null,null,ADD
